id,title,authors,primary_category,categories,summary,published,doi
1908.03577,Complexity measures in QFT and constrained geometric actions,Pablo Bueno ; Javier M. Magan ; C. S. Shahbazi,hep-th,hep-th quant-ph,"We study the conditions under which, given a generic quantum system, complexity metrics provide actual lower bounds to the circuit complexity associated to a set of quantum gates. Inhomogeneous cost functions ---many examples of which have been recently proposed in the literature--- are ruled out by our analysis. Such measures are shown to be unrelated to circuit complexity in general and to produce severe violations of Lloyd's bound in simple situations. Among the metrics which do provide lower bounds, the idea is to select those which produce the tightest possible ones. This establishes a hierarchy of cost functions and considerably reduces the list of candidate complexity measures. In particular, the criterion suggests a canonical way of dealing with penalties, consisting in assigning infinite costs to directions not belonging to the gate set. We discuss how this can be implemented through the use of Lagrange multipliers. We argue that one of the surviving cost functions defines a particularly canonical notion in the sense that: i) it straightforwardly follows from the standard Hermitian metric in Hilbert space; ii) its associated complexity functional is closely related to Kirillov's coadjoint orbit action, providing an explicit realization of the ``complexity equals action'' idea; iii) it arises from a Hamilton-Jacobi analysis of the ``quantum action'' describing quantum dynamics in the phase space canonically associated to every Hilbert space. Finally, we explain how these structures provide a natural framework for characterizing chaos in classical and quantum systems on an equal footing, find the minimal geodesic connecting two nearby trajectories, and describe how complexity measures are sensitive to Lyapunov exponents.",2019-08-09 18:00:02+00:00,10.48550/1908.03577
2004.03619,Complexity measures from geometric actions on Virasoro and Kac-Moody orbits,Johanna Erdmenger ; Marius Gerbershagen ; Anna-Lena Weigel,hep-th,hep-th,"We further advance the study of the notion of computational complexity for 2d CFTs based on a gate set built out of conformal symmetry transformations. Previously, it was shown that by choosing a suitable cost function, the resulting complexity functional is equivalent to geometric (group) actions on coadjoint orbits of the Virasoro group, up to a term that originates from the central extension. We show that this term can be recovered by modifying the cost function, making the equivalence exact. Moreover, we generalize our approach to Kac-Moody symmetry groups, finding again an exact equivalence between complexity functionals and geometric actions. We then determine the optimal circuits for these complexity measures and calculate the corresponding costs for several examples of optimal transformations. In the Virasoro case, we find that for all choices of reference state except for the vacuum state, the complexity only measures the cost associated to phase changes, while assigning zero cost to the non-phase changing part of the transformation. For Kac-Moody groups in contrast, there do exist non-trivial optimal transformations beyond phase changes that contribute to the complexity, yielding a finite gauge invariant result. Furthermore, we also show that the alternative complexity proposal of path integral optimization is equivalent to the Virasoro proposal studied here. Finally, we sketch a new proposal for a complexity definition for the Virasoro group that measures the cost associated to non-trivial transformations beyond phase changes. This proposal is based on a cost function given by a metric on the Lie group of conformal transformations. The minimization of the corresponding complexity functional is achieved using the Euler-Arnold method yielding the Korteweg-de Vries equation as equation of motion.",2020-04-07 18:00:30+00:00,10.1007/JHEP11(2020)003
1910.07508,Charged Complexity and the Thermofield Double State,Shira Chapman ; Hong Zhe Chen,hep-th,hep-th quant-ph,"We establish a systematic framework for studying quantum computational complexity of Gaussian states of charged systems based on Nielsen's geometric approach. We use this framework to examine the effect of a chemical potential on the dynamics of complexity. As an example, we consider the complexity of a charged thermofield double state constructed from two free massive complex scalar fields in the presence of a chemical potential. We show that this state factorizes between positively and negatively charged modes and demonstrate that this fact can be used to relate it, for each momentum mode separately, to two uncharged thermofield double states with shifted temperatures and times. We evaluate the complexity of formation for the charged thermofield double state, both numerically and in certain analytic expansions. We further present numerical results for the time dependence of complexity. We compare various aspects of these results to those obtained in holography for charged black holes.",2019-10-16 17:50:51+00:00,10.1007/JHEP02(2021)187
2007.11555,Conformal field theory complexity from Euler-Arnold equations,Mario Flory ; Michal P. Heller,hep-th,hep-th math-ph math.MP nlin.SI,"Defining complexity in quantum field theory is a difficult task, and the main challenge concerns going beyond free models and associated Gaussian states and operations. One take on this issue is to consider conformal field theories in 1+1 dimensions and our work is a comprehensive study of state and operator complexity in the universal sector of their energy-momentum tensor. The unifying conceptual ideas are Euler-Arnold equations and their integro-differential generalization, which guarantee well-posedness of the optimization problem between two generic states or transformations of interest. The present work provides an in-depth discussion of the results reported in arXiv:2005.02415 and techniques used in their derivation. Among the most important topics we cover are usage of differential regularization, solution of the integro-differential equation describing Fubini-Study state complexity and probing the underlying geometry.",2020-07-22 17:21:23+00:00,10.1007/JHEP12(2020)091
1909.10557,Complexity of Mixed States in QFT and Holography,Elena Caceres ; Shira Chapman ; Josiah D. Couch ; Juan P. Hernandez ; Robert C. Myers ; Shan-Ming Ruan,hep-th,hep-th gr-qc quant-ph,"We study the complexity of Gaussian mixed states in a free scalar field theory using the 'purification complexity'. The latter is defined as the lowest value of the circuit complexity, optimized over all possible purifications of a given mixed state. We argue that the optimal purifications only contain the essential number of ancillary degrees of freedom necessary in order to purify the mixed state. We also introduce the concept of 'mode-by-mode purifications' where each mode in the mixed state is purified separately and examine the extent to which such purifications are optimal. We explore the purification complexity for thermal states of a free scalar QFT in any number of dimensions, and for subregions of the vacuum state in two dimensions. We compare our results to those found using the various holographic proposals for the complexity of subregions. We find a number of qualitative similarities between the two in terms of the structure of divergences and the presence of a volume law. We also examine the 'mutual complexity' in the various cases studied in this paper.",2019-09-23 18:25:19+00:00,10.1007/JHEP03(2020)012
1509.07876,Complexity Equals Action,Adam R. Brown ; Daniel A. Roberts ; Leonard Susskind ; Brian Swingle ; Ying Zhao,hep-th,hep-th,"We conjecture that the quantum complexity of a holographic state is dual to the action of a certain spacetime region that we call a Wheeler-DeWitt patch. We illustrate and test the conjecture in the context of neutral, charged, and rotating black holes in AdS, as well as black holes perturbed with static shells and with shock waves. This conjecture evolved from a previous conjecture that complexity is dual to spatial volume, but appears to be a major improvement over the original. In light of our results, we discuss the hypothesis that black holes are the fastest computers in nature.",2015-09-25 20:06:58+00:00,10.1103/PhysRevLett.116.191301
1610.08063,Complexity of Formation in Holography,Shira Chapman ; Hugo Marrochio ; Robert C. Myers,hep-th,hep-th gr-qc quant-ph,"It was recently conjectured that the quantum complexity of a holographic boundary state can be computed by evaluating the gravitational action on a bulk region known as the Wheeler-DeWitt patch. We apply this complexity=action duality to evaluate the `complexity of formation' (arXiv:1509.07876, arXiv:1512.04993), i.e., the additional complexity arising in preparing the entangled thermofield double state with two copies of the boundary CFT compared to preparing the individual vacuum states of the two copies. We find that for boundary dimensions $d>2$, the difference in the complexities grows linearly with the thermal entropy at high temperatures. For the special case $d=2$, the complexity of formation is a fixed constant, independent of the temperature. We compare these results to those found using the complexity=volume duality.",2016-10-25 20:00:09+00:00,10.1007/JHEP01(2017)062
1812.00529,Geometric interpretation of the multi-scale entanglement renormalization ansatz,Ashley Milsted ; Guifre Vidal,hep-th,hep-th cond-mat.str-el quant-ph,"The multi-scale entanglement renormalization ansatz (MERA) is a tensor network representation for ground states of critical quantum spin chains, with a network that extends in an additional dimension corresponding to scale. Over the years several authors have conjectured, both in the context of holography and cosmology, that MERA realizes a discrete version of some geometry. However, while one proposal argued that the tensor network should be interpreted as representing the hyperbolic plane, another proposal instead equated MERA to de Sitter spacetime. In this \letter we show, using the framework of path integral geometry [A. Milsted, G. Vidal, arXiv:1807.02501], that MERA on the real line (and finite circle) can be given a rigorous interpretation as a two-dimensional geometry, namely a light sheet (respectively, a light cone). Accordingly, MERA describes neither the hyperbolic plane nor de Sitter spacetime. However, we also propose euclidean and lorentzian generalizations of MERA that correspond to a path integral on these two geometries.",2018-12-03 02:37:52+00:00,10.48550/1812.00529
1706.00965,Einstein's Equations from Varying Complexity,Bartlomiej Czech,hep-th,hep-th,"A recent proposal equates the circuit complexity of a quantum gravity state with the gravitational action of a certain patch of spacetime. Since Einstein's equations follow from varying the action, it should be possible to derive them by varying complexity. I present such a derivation for vacuum solutions of pure Einstein gravity in three-dimensional asymptotically anti-de Sitter space. The argument relies on known facts about holography and on properties of Tensor Network Renormalization, an algorithm for coarse-graining (and optimizing) tensor networks.",2017-06-03 14:59:54+00:00,10.1103/PhysRevLett.120.031601
1709.10101,From Euclidean Sources to Lorentzian Spacetimes in Holographic Conformal Field Theories,Donald Marolf ; Onkar Parrikar ; Charles Rabideau ; Ali Izadi Rad ; Mark Van Raamsdonk,hep-th,hep-th,"We consider states of holographic conformal field theories constructed by adding sources for local operators in the Euclidean path integral, with the aim of investigating the extent to which arbitrary bulk coherent states can be represented by such Euclidean path-integrals in the CFT. We construct the associated dual Lorentzian spacetimes perturbatively in the sources. Extending earlier work, we provide explicit formulae for the Lorentzian fields to first order in the sources for general scalar field and metric perturbations in arbitrary dimensions. We check the results by holographically computing the Lorentzian one-point functions for the sourced operators and comparing with a direct CFT calculation. We present evidence that at the linearized level, arbitrary bulk initial data profiles can be generated by an appropriate choice of Euclidean sources. However, in order to produce initial data that is very localized, the amplitude must be taken small at the same time otherwise the required sources diverge, invalidating the perturbative approach.",2017-09-28 17:59:59+00:00,10.1007/JHEP06(2018)077
1606.03307,"Entanglement, Holography and Causal Diamonds",Jan de Boer ; Felix M. Haehl ; Michal P. Heller ; Robert C. Myers,hep-th,hep-th gr-qc,"We argue that the degrees of freedom in a d-dimensional CFT can be re-organized in an insightful way by studying observables on the moduli space of causal diamonds (or equivalently, the space of pairs of timelike separated points). This 2d-dimensional space naturally captures some of the fundamental nonlocality and causal structure inherent in the entanglement of CFT states. For any primary CFT operator, we construct an observable on this space, which is defined by smearing the associated one-point function over causal diamonds. Known examples of such quantities are the entanglement entropy of vacuum excitations and its higher spin generalizations. We show that in holographic CFTs, these observables are given by suitably defined integrals of dual bulk fields over the corresponding Ryu-Takayanagi minimal surfaces. Furthermore, we explain connections to the operator product expansion and the first law of entanglement entropy from this unifying point of view. We demonstrate that for small perturbations of the vacuum, our observables obey linear two-derivative equations of motion on the space of causal diamonds. In two dimensions, the latter is given by a product of two copies of a two-dimensional de Sitter space. For a class of universal states, we show that the entanglement entropy and its spin-three generalization obey nonlinear equations of motion with local interactions on this moduli space, which can be identified with Liouville and Toda equations, respectively. This suggests the possibility of extending the definition of our new observables beyond the linear level more generally and in such a way that they give rise to new dynamically interacting theories on the moduli space of causal diamonds. Various challenges one has to face in order to implement this idea are discussed.",2016-06-10 13:09:10+00:00,10.1007/JHEP08(2016)162
1805.10298,Holographic Subregion Complexity from Kinematic Space,Raimond Abt ; Johanna Erdmenger ; Marius Gerbershagen ; Charles M. Melby-Thompson ; Christian Northe,hep-th,hep-th,"We consider the computation of volumes contained in a spatial slice of AdS$_3$ in terms of observables in a dual CFT. Our main tool is kinematic space, defined either from the bulk perspective as the space of oriented bulk geodesics, or from the CFT perspective as the space of entangling intervals. We give an explicit formula for the volume of a general region in the spatial slice as an integral over kinematic space. For the region lying below a geodesic, we show how to write this volume purely in terms of entangling entropies in the dual CFT. This expression is perhaps most interesting in light of the complexity=volume proposal, which posits that complexity of holographic quantum states is computed by bulk volumes. An extension of this idea proposes that the holographic subregion complexity of an interval, defined as the volume under its Ryu-Takayanagi surface, is a measure of the complexity of the corresponding reduced density matrix. If this is true, our results give an explicit relationship between entanglement and subregion complexity in CFT, at least in the vacuum. We further extend many of our results to conical defect and BTZ black hole geometries.",2018-05-25 18:00:32+00:00,10.1007/JHEP01(2019)012
1509.00113,Holographic de Sitter Geometry from Entanglement in Conformal Field Theory,Jan de Boer ; Michal P. Heller ; Robert C. Myers ; Yasha Neiman,hep-th,hep-th gr-qc quant-ph,"We demonstrate that for general conformal field theories (CFTs), the entanglement for small perturbations of the vacuum is organized in a novel holographic way. For spherical entangling regions in a constant time slice, perturbations in the entanglement entropy are solutions of a Klein-Gordon equation in an auxiliary de Sitter (dS) spacetime. The role of the emergent time-like direction in dS is played by the size of the entangling sphere. For CFTs with extra conserved charges, e.g., higher spin charges, we show that each charge gives rise to a separate dynamical scalar field in dS.",2015-09-01 01:41:33+00:00,10.1103/PhysRevLett.116.061602
1804.07410,Holographic Complexity in Vaidya Spacetimes I,Shira Chapman ; Hugo Marrochio ; Robert C. Myers,hep-th,hep-th gr-qc quant-ph,"We examine holographic complexity in time-dependent Vaidya spacetimes with both the complexity$=$volume (CV) and complexity$=$action (CA) proposals. We focus on the evolution of the holographic complexity for a thin shell of null fluid, which collapses into empty AdS space and forms a (one-sided) black hole. In order to apply the CA approach, we introduce an action principle for the null fluid which sources the Vaidya geometries, and we carefully examine the contribution of the null shell to the action. Further, we find that adding a particular counterterm on the null boundaries of the Wheeler-DeWitt patch is essential if the gravitational action is to properly describe the complexity of the boundary state. For both the CV proposal and the CA proposal (with the extra boundary counterterm), the late time limit of the growth rate of the holographic complexity for the one-sided black hole is precisely the same as that found for an eternal black hole.",2018-04-20 00:27:08+00:00,10.1007/JHEP06(2018)046
1805.07262,Holographic Complexity in Vaidya Spacetimes II,Shira Chapman ; Hugo Marrochio ; Robert C. Myers,hep-th,hep-th gr-qc quant-ph,"In this second part of the study initiated in arxiv:1804.07410, we investigate holographic complexity for eternal black hole backgrounds perturbed by shock waves, with both the complexity$=$action (CA) and complexity$=$volume (CV) proposals. In particular, we consider Vaidya geometries describing a thin shell of null fluid with arbitrary energy falling in from one of the boundaries of a two-sided AdS-Schwarzschild spacetime. We demonstrate how known properties of complexity, such as the switchback effect for light shocks, as well as analogous properties for heavy ones, are imprinted in the complexity of formation and in the full time evolution of complexity. Following our discussion in arxiv:1804.07410, we find that in order to obtain the expected properties of the complexity, the inclusion of a particular counterterm on the null boundaries of the Wheeler-DeWitt patch is required for the CA proposal.",2018-05-18 15:00:38+00:00,10.1007/JHEP06(2018)114
1801.01137,Holographic complexity is nonlocal,Zicao Fu ; Alexander Maloney ; Donald Marolf ; Henry Maxfield ; Zhencheng Wang,hep-th,hep-th gr-qc,"We study the ""complexity equals volume"" (CV) and ""complexity equals action"" (CA) conjectures by examining moments of of time symmetry for $\rm AdS_3$ wormholes having $n$ asymptotic regions and arbitrary (orientable) internal topology. For either prescription, the complexity relative to $n$ copies of the $M=0$ BTZ black hole takes the form $\Delta C = \alpha c \chi $, where $c$ is the central charge and $\chi$ is the Euler character of the bulk time-symmetric surface. The coefficients $\alpha_V = -4\pi/3$, $\alpha_A = 1/6 $ defined by CV and CA are independent of both temperature and any moduli controlling the geometry inside the black hole. Comparing with the known structure of dual CFT states in the hot wormhole limit, the temperature and moduli independence of $\alpha_V$, $\alpha_A$ implies that any CFT gate set defining either complexity cannot be local. In particular, the complexity of an efficient quantum circuit building local thermofield-double-like entanglement of thermal-sized patches does not depend on the separation of the patches so entangled. We also comment on implications of the (positive) sign found for $\alpha_A$, which requires the associated complexity to decrease when handles are added to our wormhole.",2018-01-03 19:00:09+00:00,10.1007/JHEP02(2018)072
1701.05276,Integrable Floquet dynamics,Vladimir Gritsev ; Anatoli Polkovnikov,cond-mat.stat-mech,cond-mat.stat-mech hep-th math-ph math.MP quant-ph,"We discuss several classes of integrable Floquet systems, i.e. systems which do not exhibit chaotic behavior even under a time dependent perturbation. The first class is associated with finite-dimensional Lie groups and infinite-dimensional generalization thereof. The second class is related to the row transfer matrices of the 2D statistical mechanics models. The third class of models, called here ""boost models"", is constructed as a periodic interchange of two Hamiltonians - one is the integrable lattice model Hamiltonian, while the second is the boost operator. The latter for known cases coincides with the entanglement Hamiltonian and is closely related to the corner transfer matrix of the corresponding 2D statistical models. We present several explicit examples. As an interesting application of the boost models we discuss a possibility of generating periodically oscillating states with the period different from that of the driving field. In particular, one can realize an oscillating state by performing a static quench to a boost operator. We term this state a ""Quantum Boost Clock"". All analyzed setups can be readily realized experimentally, for example in cod atoms.",2017-01-19 01:42:26+00:00,10.21468/SciPostPhys.2.3.021
hep-th/9911027,Holography and the Future Tube,G W Gibbons,hep-th,hep-th,"The Future Tube $T^+_n$ of n-dimensional Minkowski spacetime may be identified with the reduced phase space or ""space of motions"" of a particle moving in (n+1)-dimensional Anti-de-Sitter spacetime. Both are isomorphic to a bounded homogeneous domain in ${\bf C}^{n}$ whose Shilov boundary may be identified with $n$-dimensional conformally compactified Minkowski spacetime.",1999-11-04 16:58:43+00:00,10.1088/0264-9381/17/5/316
hep-th/0503196,Integration of massive states as contractions of non linear $σ$-models,L. Andrianopoli ; S. Ferrara ; M. A. Lledo ; O. Macia,hep-th,hep-th,"We consider the contraction of some non linear sigma models which appear in effective supergravity theories. In particular we consider the contractions of maximally symmetric spaces corresponding to N=1 and N=2 theories, as they appear in certain low energy effective supergravity actions with mass deformations. The contraction procedure is shown to describe the integrating out of massive modes in the presence of interactions, as it happens in many supergravity models after spontaneous supersymmetry breaking.",2005-03-24 23:13:04+00:00,10.1063/1.1960719
1505.05515,Integral Geometry and Holography,Bartlomiej Czech ; Lampros Lamprou ; Samuel McCandlish ; James Sully,hep-th,hep-th,"We present a mathematical framework which underlies the connection between information theory and the bulk spacetime in the AdS$_3$/CFT$_2$ correspondence. A key concept is kinematic space: an auxiliary Lorentzian geometry whose metric is defined in terms of conditional mutual informations and which organizes the entanglement pattern of a CFT state. When the field theory has a holographic dual obeying the Ryu-Takayanagi proposal, kinematic space has a direct geometric meaning: it is the space of bulk geodesics studied in integral geometry. Lengths of bulk curves are computed by kinematic volumes, giving a precise entropic interpretation of the length of any bulk curve. We explain how basic geometric concepts -- points, distances and angles -- are reflected in kinematic space, allowing one to reconstruct a large class of spatial bulk geometries from boundary entanglement entropies. In this way, kinematic space translates between information theoretic and geometric descriptions of a CFT state. As an example, we discuss in detail the static slice of AdS$_3$ whose kinematic space is two-dimensional de Sitter space.",2015-05-20 20:01:13+00:00,10.48550/1505.05515
1706.07056,Liouville Action as Path-Integral Complexity: From Continuous Tensor Networks to AdS/CFT,Pawel Caputa ; Nilay Kundu ; Masamichi Miyaji ; Tadashi Takayanagi ; Kento Watanabe,hep-th,hep-th cond-mat.str-el quant-ph,"We propose an optimization procedure for Euclidean path-integrals that evaluate CFT wave functionals in arbitrary dimensions. The optimization is performed by minimizing certain functional, which can be interpreted as a measure of computational complexity, with respect to background metrics for the path-integrals. In two dimensional CFTs, this functional is given by the Liouville action. We also formulate the optimization for higher dimensional CFTs and, in various examples, find that the optimized hyperbolic metrics coincide with the time slices of expected gravity duals. Moreover, if we optimize a reduced density matrix, the geometry becomes two copies of the entanglement wedge and reproduces the holographic entanglement entropy. Our approach resembles a continuous tensor network renormalization and provides a concrete realization of the proposed interpretation of AdS/CFT as tensor networks. The present paper is an extended version of our earlier report arXiv:1703.00456 and includes many new results such as evaluations of complexity functionals, energy stress tensor, higher dimensional extensions and time evolutions of thermofield double states.",2017-06-21 18:00:04+00:00,10.1007/JHEP11(2017)097
1812.02176,Kinematic space and the orbit method,Robert F. Penna ; Claire Zukowski,hep-th,hep-th gr-qc,"Kinematic space has been defined as the space of codimension-$2$ spacelike extremal surfaces in anti de Sitter (AdS$_{d+1}$) spacetime which, by the Ryu-Takayanagi proposal, compute the entanglement entropy of spheres in the boundary CFT$_d$. It has recently found many applications in holography. Coadjoint orbits are symplectic manifolds that are the classical analogues of a Lie group's unitary irreducible representations. We prove that kinematic space is a particular coadjoint orbit of the $d$-dimensional conformal group $SO(d,2)$. In addition, we show that the Crofton form on kinematic space associated to AdS$_3$, that was shown to compute the lengths of bulk curves, is equal to the standard Kirillov-Kostant symplectic form on the coadjoint orbit. Since kinematic space is K\""{a}hler in addition to symplectic, it can be quantized. The orbit method extends the kinematic space dictionary, which was originally motivated through connections to integral geometry, by directly translating geometrical properties of holographic auxiliary spaces into statements about the representation theory of the conformal group.",2018-12-05 19:00:00+00:00,10.1007/JHEP07(2019)045
1511.04074,Lectures on Conformal Field Theory,Joshua D. Qualls,hep-th,hep-th,"These lectures notes are based on courses given at National Taiwan University, National Chiao-Tung University, and National Tsing Hua University in the spring term of 2015. Although the course was offered primarily for graduate students, these lecture notes have been prepared for a more general audience. They are intended as an introduction to conformal field theories in various dimensions, with applications related to topics of particular interest: topics include the conformal bootstrap program, boundary conformal field theory, and applications related to the AdS/CFT correspondence. We assume the reader to be familiar with quantum mechanics at the graduate level and to have some basic knowledge of quantum field theory. Familiarity with string theory is not a prerequisite for this lectures, although it can only help.",2015-11-12 20:59:54+00:00,10.48550/1511.04074
1712.07123,Modular Berry Connection,Bartlomiej Czech ; Lampros Lamprou ; Samuel McCandlish ; James Sully,hep-th,hep-th,"The Berry connection describes transformations induced by adiabatically varying Hamiltonians. We study how zero modes of the modular Hamiltonian are affected by varying the region that supplies the modular Hamiltonian. In the vacuum of a 2d CFT, global conformal symmetry singles out a unique modular Berry connection, which we compute directly and in the dual AdS$_3$ picture. In certain cases, Wilson loops of the modular Berry connection compute lengths of curves in AdS$_3$, reproducing the differential entropy formula. Modular Berry transformations can be measured by bulk observers moving with varying accelerations.",2017-12-19 19:00:00+00:00,10.1103/PhysRevLett.120.091601
1804.02283,Liouville Conformal Field Theories in Higher Dimensions,Tom Levy ; Yaron Oz,hep-th,hep-th,"We consider a generalization of the two-dimensional Liouville conformal field theory to any number of even dimensions. The theories consist of a log-correlated scalar field with a background $\mathcal{Q}$-curvature charge and an exponential Liouville-type potential. The theories are non-unitary and conformally invariant. They localize semiclassically on solutions that describe manifolds with a constant negative $\mathcal{Q}$-curvature. We show that $C_T$ is independent of the $\mathcal{Q}$-curvature charge and is the same as that of a higher derivative scalar theory. We calculate the A-type Euler conformal anomaly of these theories. We study the correlation functions, derive an integral expression for them and calculate the three-point functions of light primary operators. The result is a higher-dimensional generalization of the two-dimensional DOZZ formula for the three-point function of such operators.",2018-04-05 09:11:32+00:00,10.1007/JHEP06(2018)119
1904.02713,Path integral optimization as circuit complexity,Hugo A. Camargo ; Michal P. Heller ; Ro Jefferson ; Johannes Knaute,hep-th,hep-th quant-ph,"Early efforts to understand complexity in field theory have primarily employed a geometric approach based on the concept of circuit complexity in quantum information theory. In a parallel vein, it has been proposed that certain deformations of the Euclidean path integral that prepares a given operator or state may provide an alternative definition, whose connection to the standard notion of complexity is less apparent. In this letter, we bridge the gap between these two proposals in two-dimensional conformal field theories, by explicitly showing how the latter approach from path integral optimization may be given a concrete realization within the standard gate counting framework. In particular, we show that when the background geometry is deformed by a Weyl rescaling, a judicious gate counting allows one to recover the Liouville action as a particular choice within a more general class of cost functions.",2019-04-04 18:00:00+00:00,10.1103/PhysRevLett.123.011601
1908.08514,Reflections on Virasoro circuit complexity and Berry phase,Ibrahim Akal,hep-th,hep-th quant-ph,"Recently, the notion of circuit complexity defined in symmetry group manifolds has been related to geometric actions which generally arise in the coadjoint orbit method in representation theory and play an important role in geometric quantization. On the other hand, it is known that there exists a precise relation between geometric actions and Berry phases defined in group representations. Motivated by these connections, we elaborate on a relation between circuit complexity and the group theoretic Berry phase. As the simplest setup relevant for holography, we discuss the case of two dimensional conformal field theories. In the large central charge limit, we identify the computational cost function with the Berry connection in the unitary representation of the Virasoro group. We then use the latter identification to express the Berry phase in terms of the Virasoro circuit complexity. The former can be seen as the holonomy of the Berry connection along the path in the group manifold which defines the protocol. In addition, we derive a proportionality relation between Virasoro circuit complexity and the logarithm of the inner product between a particularly chosen reference state and the prepared target state. In this sense, the logarithmic formula turns out to be approximating the complexity up to some additive constant if the building blocks of the circuit are taken to be the underlying symmetry gates. Predictions based on this formula have recently been shown to coincide with the holographic complexity proposals and the path integral optimization procedure. The found connections may therefore help to better understand such coincidences. We also discuss that our findings, put together with earlier observations, may suggest a connection between the Virasoro Berry phase and the complexity measure in the path integral optimization proposal.",2019-08-22 17:46:13+00:00,10.48550/1908.08514
1807.02501,Tensor networks as path integral geometry,Ashley Milsted ; Guifre Vidal,cond-mat.str-el,cond-mat.str-el hep-lat,"In the context of a quantum critical spin chain whose low energy physics corresponds to a conformal field theory (CFT), it was recently demonstrated [A. Milsted G. Vidal, arXiv:1805.12524] that certain classes of tensor networks used for numerically describing the ground state of the spin chain can also be used to implement (discrete, approximate versions of) conformal transformations on the lattice. In the continuum, the same conformal transformations can be implemented through a CFT path integral on some curved spacetime. Based on this observation, in this paper we propose to interpret the tensor networks themselves as a path integrals on curved spacetime. This perspective assigns (a discrete, approximate version of) a geometry to the tensor network, namely that of the underlying curved spacetime.",2018-07-06 17:38:38+00:00,10.48550/1807.02501
1509.00428,Recursion Relations for Conformal Blocks,João Penedones ; Emilio Trevisani ; Masahito Yamazaki,hep-th,hep-th,"In the context of conformal field theories in general space-time dimension, we find all the possible singularities of the conformal blocks as functions of the scaling dimension $\Delta$ of the exchanged operator. In particular, we argue, using representation theory of parabolic Verma modules, that in odd spacetime dimension the singularities are only simple poles. We discuss how to use this information to write recursion relations that determine the conformal blocks. We first recover the recursion relation introduced in 1307.6856 for conformal blocks of external scalar operators. We then generalize this recursion relation for the conformal blocks associated to the four point function of three scalar and one vector operator. Finally we specialize to the case in which the vector operator is a conserved current.",2015-09-01 18:26:36+00:00,10.1007/JHEP09(2016)070
1804.01561,Subsystem Complexity and Holography,Cesar A. Agón ; Matthew Headrick ; Brian Swingle,hep-th,hep-th gr-qc,"We study circuit complexity for spatial regions in holographic field theories. We study analogues based on the entanglement wedge of the bulk quantities appearing in the ""complexity = volume"" and ""complexity = action"" conjectures. We calculate these quantities for one exterior region of an eternal static neutral or charged black hole in general dimensions, dual to a thermal state on one boundary with or without chemical potential respectively, as well as for a shock wave geometry. We then define several analogues of circuit complexity for mixed states, and use tensor networks to gain intuition about them. We find a promising qualitative match between the holographic action and what we call the purification complexity, the minimum number of gates required to prepare an arbitrary purification of the given mixed state. On the other hand, the holographic volume does not appear to match any of our definitions of mixed-state complexity.",2018-04-04 18:43:37+00:00,10.1007/JHEP02(2019)145
1807.04422,Quantum Computation as Gravity,Pawel Caputa ; Javier M. Magan,hep-th,hep-th quant-ph,"We formulate Nielsen's geometric approach to complexity in the context of two dimensional conformal field theories, where series of conformal transformations are interpreted as unitary circuits. We show that the complexity functional can be written as the Polyakov action of two dimensional gravity or, equivalently, as the geometric action on the coadjoint orbits of the Virasoro group. This way, we argue that gravity sets the rules for optimal quantum computation in conformal field theories.",2018-07-12 04:44:35+00:00,10.1103/PhysRevLett.122.231302
1602.07982,TASI Lectures on the Conformal Bootstrap,David Simmons-Duffin,hep-th,hep-th cond-mat.stat-mech cond-mat.str-el,"These notes are from courses given at TASI and the Advanced Strings School in summer 2015. Starting from principles of quantum field theory and the assumption of a traceless stress tensor, we develop the basics of conformal field theory, including conformal Ward identities, radial quantization, reflection positivity, the operator product expansion, and conformal blocks. We end with an introduction to numerical bootstrap methods, focusing on the 2d and 3d Ising models.",2016-02-25 16:30:34+00:00,10.48550/1602.07982
1207.0126,Vector coherent state representations and their inner products,D. J. Rowe,math-ph,math-ph math.MP nucl-th,"Several advances have extended the power and versatility of coherent state theory to the extent that it has become a vital tool in the representation theory of Lie groups and their Lie algebras. Representative applications are reviewed and some new developments are introduced. The examples given are chosen to illustrate special features of the scalar and vector coherent state constructions and how they work in practical situations. Comparisons are made with Mackey's theory of induced representations. For simplicity, we focus on square integrable (discrete series) unitary representations although many of the techniques apply more generally, with minor adjustment.",2012-06-30 19:07:54+00:00,10.1088/1751-8113/45/24/244003
1904.00668,Typicality and thermality in 2d CFT,Shouvik Datta ; Per Kraus ; Ben Michel,hep-th,hep-th cond-mat.stat-mech,"We identify typical high energy eigenstates in two-dimensional conformal field theories at finite $c$ and establish that correlation functions of the stress tensor in such states are accurately thermal as defined by the standard canonical ensemble. Typical states of dimension $h$ are shown to be typical level $h/c$ descendants. In the AdS$_3$/CFT$_2$ correspondence, it is such states that should be compared to black holes in the bulk. We also discuss the discrepancy between thermal correlators and those computed in high energy primary states: the latter are reproduced instead by a generalized Gibbs ensemble with extreme values chosen for the chemical potentials conjugate to the KdV charges.",2019-04-01 09:48:48+00:00,10.1007/JHEP07(2019)143
